source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_16_Slot1-27_1_26305.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_16_Slot1-27_1_26305.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_16_Slot1-27_1_26305.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_17_Slot1-28_1_26307.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_17_Slot1-28_1_26307.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_17_Slot1-28_1_26307.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_1_Slot1-12_1_26286.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_1_Slot1-12_1_26286.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_1_Slot1-12_1_26286.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_1_rep_Slot1-12_1_26310.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_1_rep_Slot1-12_1_26310.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_1_rep_Slot1-12_1_26310.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_2_Slot1-13_1_26287.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_2_Slot1-13_1_26287.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_2_Slot1-13_1_26287.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_3_Slot1-14_1_26288.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_3_Slot1-14_1_26288.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_3_Slot1-14_1_26288.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_4_Slot1-15_1_26289.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_4_Slot1-15_1_26289.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_4_Slot1-15_1_26289.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_5_Slot1-16_1_26291.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_5_Slot1-16_1_26291.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_5_Slot1-16_1_26291.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_6_Slot1-17_1_26292.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_6_Slot1-17_1_26292.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_6_Slot1-17_1_26292.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_7_Slot1-18_1_26293.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_7_Slot1-18_1_26293.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_7_Slot1-18_1_26293.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_8_Slot1-19_1_26294.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_8_Slot1-19_1_26294.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_8_Slot1-19_1_26294.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_9_Slot1-20_1_26296.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_9_Slot1-20_1_26296.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_9_Slot1-20_1_26296.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_pool_all_b7_Slot1-10_1_26300.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_pool_all_b7_Slot1-10_1_26300.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_pool_all_b7_Slot1-10_1_26300.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
