source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[file type]
A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_5_dl10_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_6_dl11_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_7_dl12_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_8_dl13_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200225sunyt_TPF_4pulseDIA_b1_9_dl14_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_31_dl39_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_32_dl40_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_33_dl41_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_34_dl42_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
