source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[file type]
A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_35_dl43_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_36_dl45_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_37_dl46_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_38_dl47_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_39_dl48_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200228sunyt_TPF_4pulseDIA_b4_40_dl49_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_41_dl50_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_42_dl51_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200302sunyt_TPF_4pulseDIA_b5_43_dl52_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
