source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
13-1206_Gautron_5h_4c_ORBI581	gallus gallus	not available	not applicable	not available	1	13-1206_Gautron_5h_4c_ORBI581	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1206_Gautron_5h_4c_ORBI581.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1206_Gautron_5h_4c_ORBI581.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1206_Gautron_5h_1c_ORBI578	gallus gallus	not available	not applicable	not available	1	13-1206_Gautron_5h_1c_ORBI578	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1206_Gautron_5h_1c_ORBI578.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1206_Gautron_5h_1c_ORBI578.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0606_Gautron_6h_10b_ORBI540	gallus gallus	not available	not applicable	not available	1	13-0606_Gautron_6h_10b_ORBI540	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0606_Gautron_6h_10b_ORBI540.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0606_Gautron_6h_10b_ORBI540.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1406_Gautron_6h_15c_ORBI607	gallus gallus	not available	not applicable	not available	1	13-1406_Gautron_6h_15c_ORBI607	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1406_Gautron_6h_15c_ORBI607.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1406_Gautron_6h_15c_ORBI607.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0706_Gautron_7h_8b_ORBI553	gallus gallus	not available	not applicable	not available	1	13-0706_Gautron_7h_8b_ORBI553	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0706_Gautron_7h_8b_ORBI553.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0706_Gautron_7h_8b_ORBI553.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0706_Gautron_7h_3b_ORBI548	gallus gallus	not available	not applicable	not available	1	13-0706_Gautron_7h_3b_ORBI548	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0706_Gautron_7h_3b_ORBI548.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0706_Gautron_7h_3b_ORBI548.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0406_Gautron_5h_3b_ORBI518	gallus gallus	not available	not applicable	not available	1	13-0406_Gautron_5h_3b_ORBI518	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0406_Gautron_5h_3b_ORBI518.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0406_Gautron_5h_3b_ORBI518.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1506_Gautron_7h_12c_ORBI619	gallus gallus	not available	not applicable	not available	1	13-1506_Gautron_7h_12c_ORBI619	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1506_Gautron_7h_12c_ORBI619.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1506_Gautron_7h_12c_ORBI619.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1206_Gautron_5h_10c_ORBI587	gallus gallus	not available	not applicable	not available	1	13-1206_Gautron_5h_10c_ORBI587	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1206_Gautron_5h_10c_ORBI587.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1206_Gautron_5h_10c_ORBI587.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-2905_Gautron_5h_11_ORBI466	gallus gallus	not available	not applicable	not available	1	13-2905_Gautron_5h_11_ORBI466	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-2905_Gautron_5h_11_ORBI466.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-2905_Gautron_5h_11_ORBI466.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1006_Gautron_16h_2b_ORBI564	gallus gallus	not available	not applicable	not available	1	13-1006_Gautron_16h_2b_ORBI564	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1006_Gautron_16h_2b_ORBI564.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1006_Gautron_16h_2b_ORBI564.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0706_Gautron_7h_10b_ORBI555	gallus gallus	not available	not applicable	not available	1	13-0706_Gautron_7h_10b_ORBI555	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0706_Gautron_7h_10b_ORBI555.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0706_Gautron_7h_10b_ORBI555.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1406_Gautron_6h_3c_ORBI595	gallus gallus	not available	not applicable	not available	1	13-1406_Gautron_6h_3c_ORBI595	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1406_Gautron_6h_3c_ORBI595.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1406_Gautron_6h_3c_ORBI595.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0306_Gautron_16h_4_ORBI504	gallus gallus	not available	not applicable	not available	1	13-0306_Gautron_16h_4_ORBI504	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0306_Gautron_16h_4_ORBI504.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0306_Gautron_16h_4_ORBI504.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1706_Gautron_16h_12c_ORBI634	gallus gallus	not available	not applicable	not available	1	13-1706_Gautron_16h_12c_ORBI634	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1706_Gautron_16h_12c_ORBI634.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1706_Gautron_16h_12c_ORBI634.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-2805_Gautron_5h_4_ORBI459	gallus gallus	not available	not applicable	not available	1	13-2805_Gautron_5h_4_ORBI459	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-2805_Gautron_5h_4_ORBI459.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-2805_Gautron_5h_4_ORBI459.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1706_Gautron_16h_7c_ORBI629	gallus gallus	not available	not applicable	not available	1	13-1706_Gautron_16h_7c_ORBI629	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1706_Gautron_16h_7c_ORBI629.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1706_Gautron_16h_7c_ORBI629.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0606_Gautron_6h_6b_ORBI536	gallus gallus	not available	not applicable	not available	1	13-0606_Gautron_6h_6b_ORBI536	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0606_Gautron_6h_6b_ORBI536.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0606_Gautron_6h_6b_ORBI536.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1406_Gautron_6h_12c_ORBI604	gallus gallus	not available	not applicable	not available	1	13-1406_Gautron_6h_12c_ORBI604	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1406_Gautron_6h_12c_ORBI604.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1406_Gautron_6h_12c_ORBI604.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0606_Gautron_6h_7b_ORBI537	gallus gallus	not available	not applicable	not available	1	13-0606_Gautron_6h_7b_ORBI537	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0606_Gautron_6h_7b_ORBI537.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0606_Gautron_6h_7b_ORBI537.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1706_Gautron_16h_6c_ORBI628	gallus gallus	not available	not applicable	not available	1	13-1706_Gautron_16h_6c_ORBI628	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1706_Gautron_16h_6c_ORBI628.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1706_Gautron_16h_6c_ORBI628.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
