source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	assay name	technology type	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[fractionation method]
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 38	proteomic profiling by mass spectrometry	7	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_9_191220191306.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 39	proteomic profiling by mass spectrometry	8	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_10_191220201535.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 40	proteomic profiling by mass spectrometry	8	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_10_191220211805.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 41	proteomic profiling by mass spectrometry	9	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_11_191220222036.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 42	proteomic profiling by mass spectrometry	9	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_11_191220232305.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 43	proteomic profiling by mass spectrometry	10	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_12_191221002536.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 44	proteomic profiling by mass spectrometry	10	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_12_191221012807.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 45	proteomic profiling by mass spectrometry	11	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_13_191221023036.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 46	proteomic profiling by mass spectrometry	11	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_13_191221033307.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 47	proteomic profiling by mass spectrometry	12	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_14_191221043537.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 48	proteomic profiling by mass spectrometry	12	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_14_191221053810.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 49	proteomic profiling by mass spectrometry	13	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_15_191221064039.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 50	proteomic profiling by mass spectrometry	13	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_15_191221074308.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 51	proteomic profiling by mass spectrometry	14	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_16_191221084539.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 52	proteomic profiling by mass spectrometry	14	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_16_191221094810.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 53	proteomic profiling by mass spectrometry	15	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_17_191221105039.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 54	proteomic profiling by mass spectrometry	15	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_17_191221115311.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 55	proteomic profiling by mass spectrometry	16	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_18_191221125540.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 56	proteomic profiling by mass spectrometry	16	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_18_191221135809.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 57	proteomic profiling by mass spectrometry	17	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_19_191221150038.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 58	proteomic profiling by mass spectrometry	17	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_19_191221160309.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 59	proteomic profiling by mass spectrometry	18	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_20_191221170538.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 60	proteomic profiling by mass spectrometry	18	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_20_191221180810.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 61	proteomic profiling by mass spectrometry	19	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_21_191221191041.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 62	proteomic profiling by mass spectrometry	19	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_21_191221201312.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 63	proteomic profiling by mass spectrometry	20	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_22_191221211543.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 64	proteomic profiling by mass spectrometry	20	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_22_191221221814.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 65	proteomic profiling by mass spectrometry	21	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_23-25_191222012542.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 66	proteomic profiling by mass spectrometry	21	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_23-25_191222022813.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
