source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[phenotype]	characteristics[pooled sample]	characteristics[sample type]	characteristics[depletion]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[ms1 scan range]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[phenotype]
UG73_sEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG73	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG73_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG73_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	100K small urinary extracellular vesicles
UG73_lEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG73	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG73_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG73_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	17K large urinary extracellular vesicles
UG82_sEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG82	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG82_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG82_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	100K small urinary extracellular vesicles
UG82_lEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG82	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG82_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG82_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	17K large urinary extracellular vesicles
UG83_sEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG83	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG83_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG83_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	100K small urinary extracellular vesicles
UG83_lEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG83	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG83_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG83_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	17K large urinary extracellular vesicles
UG87_sEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG87	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG87_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG87_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	100K small urinary extracellular vesicles
UG87_lEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG87	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG87_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG87_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	17K large urinary extracellular vesicles
UG88_sEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG88	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG88_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG88_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	100K small urinary extracellular vesicles
UG88_lEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG88	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG88_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG88_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	17K large urinary extracellular vesicles
UG91_sEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG91	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG91_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG91_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	100K small urinary extracellular vesicles
UG91_lEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG91	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG91_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG91_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	17K large urinary extracellular vesicles
UG92_sEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG92	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG92_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG92_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	100K small urinary extracellular vesicles
UG92_lEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG92	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG92_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG92_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	17K large urinary extracellular vesicles
UG93_sEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG93	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG93_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG93_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	100K small urinary extracellular vesicles
UG93_lEV	Homo sapiens	urine	IDH-wildtype glioblastoma	not applicable	organism part	adult	not available	not available	not available	UG93	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UG93_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UG93_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	IDH-wildtype glioblastoma	17K large urinary extracellular vesicles
UH10_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH10	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH10_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH10_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH10_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH10	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH10_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH10_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH11_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH11	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH11_EV_20220901085317	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH11_EV_20220901085317.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH11_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH11	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH11_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH11_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH14_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH14	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH14_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH14_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH14_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH14	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH14_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH14_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH17_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH17	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH17_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH17_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH17_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH17	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH17_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH17_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH18_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH18	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH18_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH18_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH18_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH18	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH18_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH18_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH19_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH19	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH19_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH19_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH19_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH19	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH19_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH19_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH20_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH20	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH20_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH20_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH20_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH20	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH20_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH20_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
