source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	27	1	CAC20220219lut_Ag_lib5_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	CAC20220223lut_Ag_lib2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	21	1	CAC20220219lut_Ag_lib5_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	22	1	CAC20220225lut_Ag_lib4_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	24	1	CAC20220223lut_Ag_lib2_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	27	1	CAC20220219lut_Ag_lib1_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	18	1	CAC20220223lut_Ag_lib2_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	14	1	CAC20220225lut_Ag_lib4_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	5	1	CAC20220219lut_Ag_lib1_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	12	1	CAC20220225lut_Ag_lib4_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	2	1	CAC20220223lut_Ag_lib2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10	1	CAC20220225lut_Ag_lib4_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	26	1	CAC20220219lut_Ag_lib1_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	15	1	CAC20220223lut_Ag_lib2_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	28	1	CAC20220219lut_Ag_lib5_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	3	1	CAC20220225lut_Ag_lib4_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	19	1	CAC20220219lut_Ag_lib5_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	18	1	CAC20220219lut_Ag_lib5_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	CAC20220219lut_Ag_lib1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	2	1	CAC20220219lut_Ag_lib5_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	17	1	CAC20220219lut_Ag_lib1_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	24	1	CAC20220219lut_Ag_lib5_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	26	1	CAC20220219lut_Ag_lib5_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10	1	CAC20220219lut_Ag_lib1_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	11	1	CAC20220219lut_Ag_lib5_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	22	1	CAC20220219lut_Ag_lib5_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	14	1	CAC20220223lut_Ag_lib2_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	5	1	CAC20220219lut_Ag_lib5_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10	1	CAC20220223lut_Ag_lib2_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	2	1	CAC20220219lut_Ag_lib1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	9	1	CAC20220219lut_Ag_lib5_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	28	1	CAC20220225lut_Ag_lib4_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	3	1	CAC20220219lut_Ag_lib5_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	19	1	CAC20220223lut_Ag_lib2_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	26	1	CAC20220223lut_Ag_lib2_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10	1	CAC20220219lut_Ag_lib5_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	7	1	CAC20220219lut_Ag_lib1_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	30	1	CAC20220219lut_Ag_lib1_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	6	1	CAC20220225lut_Ag_lib4_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	23	1	CAC20220225lut_Ag_lib4_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	4	1	CAC20220223lut_Ag_lib2_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	16	1	CAC20220223lut_Ag_lib2_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	21	1	CAC20220223lut_Ag_lib2_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	7	1	CAC20220223lut_Ag_lib2_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	15	1	CAC20220219lut_Ag_lib5_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	14	1	CAC20220219lut_Ag_lib1_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	20	1	CAC20220219lut_Ag_lib5_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	23	1	CAC20220219lut_Ag_lib5_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	15	1	CAC20220225lut_Ag_lib4_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	12	1	CAC20220219lut_Ag_lib5_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	18	1	CAC20220225lut_Ag_lib4_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	19	1	CAC20220225lut_Ag_lib4_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	20	1	CAC20220219lut_Ag_lib1_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	18	1	CAC20220219lut_Ag_lib1_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
