source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
g1_ii_4711	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g1_ii_4711	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g1_ii_4711.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g2_1306	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g2_1306	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g2_1306.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g3_4108	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g3_4108	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g3_4108.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g4_7723	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g4_7723	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g4_7723.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g5_8417	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g5_8417	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g5_8417.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g6_6801	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g6_6801	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g6_6801.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g7_4608	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g7_4608	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g7_4608.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g8_1509	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g8_1509	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g8_1509.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g9_5708	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g9_5708	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g9_5708.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h10_7608	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h10_7608	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h10_7608.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h11_4402	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h11_4402	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h11_4402.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h12_7302	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h12_7302	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h12_7302.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h1_5505	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h1_5505	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h1_5505.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h1_ii_4606	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h1_ii_4606	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h1_ii_4606.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h2_1711	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h2_1711	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h2_1711.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h3_7816	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h3_7816	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h3_7816.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h4_6410	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h4_6410	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h4_6410.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h5_1702	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h5_1702	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h5_1702.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h6_5415	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h6_5415	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h6_5415.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h7_7616	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h7_7616	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h7_7616.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h8_6713	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h8_6713	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h8_6713.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
h9_6716	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	h9_6716	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	h9_6716.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
