source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[environmental medium]	characteristics[project name]	characteristics[geographic location]	characteristics[microbiome source]	characteristics[mock community]	characteristics[mock community composition]	characteristics[local environmental context]	characteristics[sample storage]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[expected organism list]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[local environmental context]
InVitro-Calibration_-_BHI_-_aerobic_-_Culture	InVitro-Calibration_-_BHI_-_aerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	BHI - aerobic	-80C	HF2_EE_15400_BHIposC_03022022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	4	HF2_EE_15400_BHIposC_03022022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	BHI - aerobic
InVitro-Calibration_-_CTRL_-_Culture	InVitro-Calibration_-_CTRL_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	CTRL	-80C	QEP2_EE_15968_B1_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	1	QEP2_EE_15968_B1_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	CTRL
InVitro-Calibration_-_IPTG_-_Culture	InVitro-Calibration_-_IPTG_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	IPTG	-80C	QEP2_EE_15968_B1pos_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	1	QEP2_EE_15968_B1pos_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	IPTG
InVitro-Calibration_-_CTRL_-_Culture	InVitro-Calibration_-_CTRL_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	CTRL	-80C	QEP2_EE_15968_B2_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	2	QEP2_EE_15968_B2_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	CTRL
InVitro-Calibration_-_IPTG_-_Culture	InVitro-Calibration_-_IPTG_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	IPTG	-80C	QEP2_EE_15968_B2pos_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	2	QEP2_EE_15968_B2pos_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	IPTG
InVitro-Calibration_-_CTRL_-_Culture	InVitro-Calibration_-_CTRL_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	CTRL	-80C	QEP2_EE_15968_B3_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	3	QEP2_EE_15968_B3_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	CTRL
InVitro-Calibration_-_IPTG_-_Culture	InVitro-Calibration_-_IPTG_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	IPTG	-80C	QEP2_EE_15968_B3pos_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	3	QEP2_EE_15968_B3pos_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	IPTG
InVitro-Calibration_-_CTRL_-_Culture	InVitro-Calibration_-_CTRL_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	CTRL	-80C	QEP2_EE_15968_C1_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	4	QEP2_EE_15968_C1_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	CTRL
InVitro-Calibration_-_IPTG_-_Culture	InVitro-Calibration_-_IPTG_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	IPTG	-80C	QEP2_EE_15968_C1pos_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	4	QEP2_EE_15968_C1pos_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	IPTG
InVitro-Calibration_-_CTRL_-_Culture	InVitro-Calibration_-_CTRL_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	CTRL	-80C	QEP2_EE_15968_C2_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	5	QEP2_EE_15968_C2_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	CTRL
InVitro-Calibration_-_IPTG_-_Culture	InVitro-Calibration_-_IPTG_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	IPTG	-80C	QEP2_EE_15968_C2pos_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	5	QEP2_EE_15968_C2pos_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	IPTG
InVitro-Calibration_-_CTRL_-_Culture	InVitro-Calibration_-_CTRL_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	CTRL	-80C	QEP2_EE_15968_C3_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	6	QEP2_EE_15968_C3_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	CTRL
InVitro-Calibration_-_IPTG_-_Culture	InVitro-Calibration_-_IPTG_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	IPTG	-80C	QEP2_EE_15968_C3pos_31032022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	6	QEP2_EE_15968_C3pos_31032022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	IPTG
InVitro-Calibration_-_MHB_-_anaerobic_-_Culture	InVitro-Calibration_-_MHB_-_anaerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	MHB - anaerobic	-80C	HF2_EE_15400_MHBminA_08022022_2p5ul	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	1	HF2_EE_15400_MHBminA_08022022_2p5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	MHB - anaerobic
InVitro-Calibration_-_MHB_-_anaerobic_-_Culture	InVitro-Calibration_-_MHB_-_anaerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	MHB - anaerobic	-80C	HF2_EE_15400_MHBminA_27012022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	2	HF2_EE_15400_MHBminA_27012022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	MHB - anaerobic
InVitro-Calibration_-_MHB_-_anaerobic_-_Culture	InVitro-Calibration_-_MHB_-_anaerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	MHB - anaerobic	-80C	HF2_EE_15400_MHBminB_03022022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	3	HF2_EE_15400_MHBminB_03022022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	MHB - anaerobic
InVitro-Calibration_-_MHB_-_anaerobic_-_Culture	InVitro-Calibration_-_MHB_-_anaerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	MHB - anaerobic	-80C	HF2_EE_15400_MHBminC_31012022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	4	HF2_EE_15400_MHBminC_31012022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	MHB - anaerobic
InVitro-Calibration_-_MHB_-_aerobic_-_Culture	InVitro-Calibration_-_MHB_-_aerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	MHB - aerobic	-80C	HF2_EE_15400_MHBposA_08022022_2p5ul	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	1	HF2_EE_15400_MHBposA_08022022_2p5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	MHB - aerobic
InVitro-Calibration_-_MHB_-_aerobic_-_Culture	InVitro-Calibration_-_MHB_-_aerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	MHB - aerobic	-80C	HF2_EE_15400_MHBposA_31012022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	2	HF2_EE_15400_MHBposA_31012022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	MHB - aerobic
InVitro-Calibration_-_MHB_-_aerobic_-_Culture	InVitro-Calibration_-_MHB_-_aerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	MHB - aerobic	-80C	HF2_EE_15400_MHBposB_03022022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	3	HF2_EE_15400_MHBposB_03022022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	MHB - aerobic
InVitro-Calibration_-_MHB_-_aerobic_-_Culture	InVitro-Calibration_-_MHB_-_aerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	MHB - aerobic	-80C	HF2_EE_15400_MHBposC_31012022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	4	HF2_EE_15400_MHBposC_31012022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	MHB - aerobic
InVitro-Calibration_-_NB_-_anaerobic_-_Culture	InVitro-Calibration_-_NB_-_anaerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	NB - anaerobic	-80C	HF2_EE_15400_NBminA_31012022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	1	HF2_EE_15400_NBminA_31012022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	NB - anaerobic
InVitro-Calibration_-_NB_-_anaerobic_-_Culture	InVitro-Calibration_-_NB_-_anaerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	NB - anaerobic	-80C	HF2_EE_15400_NBminB_08022022_2p5ul	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	2	HF2_EE_15400_NBminB_08022022_2p5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	NB - anaerobic
InVitro-Calibration_-_NB_-_anaerobic_-_Culture	InVitro-Calibration_-_NB_-_anaerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	NB - anaerobic	-80C	HF2_EE_15400_NBminB_27012022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	3	HF2_EE_15400_NBminB_27012022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	NB - anaerobic
InVitro-Calibration_-_NB_-_anaerobic_-_Culture	InVitro-Calibration_-_NB_-_anaerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	NB - anaerobic	-80C	HF2_EE_15400_NBminC_08022022_2p5ul	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	4	HF2_EE_15400_NBminC_08022022_2p5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	NB - anaerobic
InVitro-Calibration_-_NB_-_anaerobic_-_Culture	InVitro-Calibration_-_NB_-_anaerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	NB - anaerobic	-80C	HF2_EE_15400_NBminC_27012022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	5	HF2_EE_15400_NBminC_27012022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	NB - anaerobic
InVitro-Calibration_-_NB_-_aerobic_-_Culture	InVitro-Calibration_-_NB_-_aerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	NB - aerobic	-80C	HF2_EE_15400_NBposA_03022022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	1	HF2_EE_15400_NBposA_03022022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	NB - aerobic
InVitro-Calibration_-_NB_-_aerobic_-_Culture	InVitro-Calibration_-_NB_-_aerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	NB - aerobic	-80C	HF2_EE_15400_NBposB_08022022_2p5ul	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	2	HF2_EE_15400_NBposB_08022022_2p5ul.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	NB - aerobic
InVitro-Calibration_-_NB_-_aerobic_-_Culture	InVitro-Calibration_-_NB_-_aerobic_-_Culture	not applicable	not applicable	1	not available	InVitro-Calibration	Israel	gut microbiome	not applicable	not applicable	NB - aerobic	-80C	HF2_EE_15400_NBposB_27012022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	label free sample	1	HCD	5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	3	HF2_EE_15400_NBposB_27012022.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	NB - aerobic
