source name	characteristics[sample name]	characteristics[organism]	characteristics[environmental medium]	characteristics[microbiome source]	characteristics[geographic location]	characteristics[project name]	characteristics[host organism]	characteristics[host body site]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[synthetic peptide]	characteristics[depletion]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[data file]	comment[fraction identifier]	comment[technical replicate]	comment[sample storage temperature]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
VIGR-510	VIGR-510	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 110	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-510.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-511	VIGR-511	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 111	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-511_190418235523.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-511	VIGR-511	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 112	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-511.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-512	VIGR-512	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 113	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-512_190419054635.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-512	VIGR-512	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 114	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-512.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-513	VIGR-513	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 115	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-513_190419091312.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-513	VIGR-513	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 116	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-513.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-514	VIGR-514	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 117	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-514_190419230004.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-514	VIGR-514	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 118	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-514.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-515	VIGR-515	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 119	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-515_190419160625.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-515	VIGR-515	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 120	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-515.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-516	VIGR-516	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 121	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-516_190419193303.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-516	VIGR-516	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 122	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-516.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
