source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[compound]	characteristics[compound]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[compound]	factor value[compound]
MEF-FN-CT-f9-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	not applicable	cell	1	run 20110225_AMF_FN_CT9	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	9	1	20110225_AMF_FN_CT9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	not applicable
MEF-FN-bleb-f1-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	1	1	20110225_AMF_FN_bleb1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f10-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	10	1	20110225_AMF_FN_bleb10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f11-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	11	1	20110225_AMF_FN_bleb11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f12-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	12	1	20110225_AMF_FN_bleb12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f13-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	13	1	20110225_AMF_FN_bleb13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f14-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	14	1	20110225_AMF_FN_bleb14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f15-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	15	1	20110225_AMF_FN_bleb15.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f16-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	16	1	20110225_AMF_FN_bleb16.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f17-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	17	1	20110225_AMF_FN_bleb17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f18-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb18	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	18	1	20110225_AMF_FN_bleb18.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f19-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	19	1	20110225_AMF_FN_bleb19.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f2-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	2	1	20110225_AMF_FN_bleb2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f20-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb20	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	20	1	20110225_AMF_FN_bleb20.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f21-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb21	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	21	1	20110225_AMF_FN_bleb21.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f22-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb22	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	22	1	20110225_AMF_FN_bleb22.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f23-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb23	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	23	1	20110225_AMF_FN_bleb23.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f24-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb24	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	24	1	20110225_AMF_FN_bleb24.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f25-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb25	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	25	1	20110225_AMF_FN_bleb25.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f26-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb26	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	26	1	20110225_AMF_FN_bleb26.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f27-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	27	1	20110225_AMF_FN_bleb27.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f28-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb28	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	28	1	20110225_AMF_FN_bleb28.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f29-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb29	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	29	1	20110225_AMF_FN_bleb29.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f3-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	3	1	20110225_AMF_FN_bleb3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f30-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb30	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	30	1	20110225_AMF_FN_bleb30.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f4-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	4	1	20110225_AMF_FN_bleb4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f5-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	5	1	20110225_AMF_FN_bleb5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f6-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	6	1	20110225_AMF_FN_bleb6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f7-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	7	1	20110225_AMF_FN_bleb7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f8-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	8	1	20110225_AMF_FN_bleb8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-FN-bleb-f9-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	Fibronectin	blebbistatin	cell	1	run 20110225_AMF_FN_bleb9	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	9	1	20110225_AMF_FN_bleb9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	Fibronectin	blebbistatin
MEF-TF-CT-f1-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20110225_AMF_TF_CT1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	1	1	20110225_AMF_TF_CT1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-CT-f10-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20110225_AMF_TF_CT10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	10	1	20110225_AMF_TF_CT10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-CT-f11-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20110225_AMF_TF_CT11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	11	1	20110225_AMF_TF_CT11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-CT-f12-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20110225_AMF_TF_CT12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	12	1	20110225_AMF_TF_CT12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-CT-f13-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20110225_AMF_TF_CT13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	13	1	20110225_AMF_TF_CT13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-CT-f14-20110225	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20110225_AMF_TF_CT14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	14	1	20110225_AMF_TF_CT14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
