source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[source project]
20180619_QX7_OzKa_SA_yeast_library_30min_F1	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F10	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F10	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F11	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F11	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F12	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F12	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F13	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F13	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F14	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F14	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F15	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F15	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F16	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F16	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F17	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F17	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F18	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F18	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F19	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F2	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F20	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F20	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F21	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F21	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F22	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F22	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F23	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F23	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F24	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F24	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F3	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F3	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F4	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F4	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F5	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F5	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F6	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F6	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F7	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F7	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F8	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F8	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_30min_F9	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_30min_F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_30min_F9	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F1	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F10	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F10	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F11	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F11	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F12	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F12	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F13	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F13	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F14	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F14	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F15	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F15	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F16	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F16	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F17	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F17	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F18	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F18	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F19	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F2	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F2	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F20	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F20	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F21	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F21	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F22	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F22	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F23	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F23	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F24	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F24	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F3	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F3	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F4	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F4	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F5	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F5	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F6	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F6	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F7	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F7	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F8	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F8	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_ethanol_F9	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_ethanol_F9	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
20180619_QX7_OzKa_SA_yeast_library_glucose_F1	Saccharomyces cerevisiae	not available	1	20180619_QX7_OzKa_SA_yeast_library_glucose_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	20180619_QX7_OzKa_SA_yeast_library_glucose_F1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD021559
