source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[chemical administration]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[chemical administration]
Sample168	Sample168	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Rapamycin; 33 µM	normal	not available	1	Assay168	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2G4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2G4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Rapamycin; 33 µM
Sample169	Sample169	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Rapamycin; 33 µM	normal	not available	2	Assay169	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2G5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2G5.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Rapamycin; 33 µM
Sample170	Sample170	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Rapamycin; 33 µM	normal	not available	3	Assay170	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2G6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2G6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Rapamycin; 33 µM
Sample171	Sample171	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-5; 5 µl DMSO	normal	not available	2	Assay171	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2G7_check.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2G7_check.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-5; 5 µl DMSO
Sample172	Sample172	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-5; 5 µl DMSO	normal	not available	3	Assay172	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2G8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2G8.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-5; 5 µl DMSO
Sample173	Sample173	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-5; 5 µl DMSO	normal	not available	4	Assay173	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2G9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2G9.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-5; 5 µl DMSO
Sample174	Sample174	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	none	normal	not available	5	Assay174	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2G10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2G10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	none
Sample175	Sample175	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Atorvastatin; 346 µM	normal	not available	1	Assay175	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2H1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2H1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Atorvastatin; 346 µM
Sample176	Sample176	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Atorvastatin; 346 µM	normal	not available	2	Assay176	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2H2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2H2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Atorvastatin; 346 µM
Sample177	Sample177	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Atorvastatin; 346 µM	normal	not available	3	Assay177	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2H3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2H3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Atorvastatin; 346 µM
Sample178	Sample178	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Omeprazole; 290 µM	normal	not available	1	Assay178	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2H4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2H4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Omeprazole; 290 µM
Sample179	Sample179	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Omeprazole; 290 µM	normal	not available	2	Assay179	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2H5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2H5.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Omeprazole; 290 µM
Sample180	Sample180	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Omeprazole; 290 µM	normal	not available	3	Assay180	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2H6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2H6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Omeprazole; 290 µM
Sample181	Sample181	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-10; 10 µl DMSO	normal	not available	1	Assay181	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2H7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2H7.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-10; 10 µl DMSO
Sample182	Sample182	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-10; 10 µl DMSO	normal	not available	2	Assay182	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2H8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2H8.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-10; 10 µl DMSO
Sample183	Sample183	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-10; 10 µl DMSO	normal	not available	3	Assay183	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2H9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2H9.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-10; 10 µl DMSO
Sample184	Sample184	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-5; 5 µl DMSO	normal	not available	5	Assay184	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2H10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2H10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-5; 5 µl DMSO
